"st","year","series","value"
"NV",2021,"pcpi",58233
"NH",2005,"pcpi",40619
"NH",2006,"pcpi",43153
"NH",2007,"pcpi",44695
"NH",2008,"pcpi",45886
"NH",2009,"pcpi",45101
"NH",2010,"pcpi",47098
"NH",2011,"pcpi",49131
"NH",2012,"pcpi",51123
"NH",2013,"pcpi",50865
"NH",2014,"pcpi",52643
"NH",2015,"pcpi",54684
"NH",2016,"pcpi",56321
"NH",2017,"pcpi",58419
"NH",2018,"pcpi",60929
"NH",2019,"pcpi",63271
"NH",2020,"pcpi",66534
"NH",2021,"pcpi",72003
"NJ",2005,"pcpi",44467
"NJ",2006,"pcpi",47695
"NJ",2007,"pcpi",50473
"NJ",2008,"pcpi",51779
"NJ",2009,"pcpi",49854
"NJ",2010,"pcpi",51076
"NJ",2011,"pcpi",52947
"NJ",2012,"pcpi",54574
"NJ",2013,"pcpi",54813
"NJ",2014,"pcpi",57065
"NJ",2015,"pcpi",59175
"NJ",2016,"pcpi",60533
"NJ",2017,"pcpi",62397
"NJ",2018,"pcpi",64759
"NJ",2019,"pcpi",66862
"NJ",2020,"pcpi",70314
"NJ",2021,"pcpi",74805
"NM",2005,"pcpi",28858
"NM",2006,"pcpi",30597
"NM",2007,"pcpi",31950
"NM",2008,"pcpi",33649
"NM",2009,"pcpi",32911
"NM",2010,"pcpi",33710
"NM",2011,"pcpi",35045
"NM",2012,"pcpi",35749
"NM",2013,"pcpi",35088
"NM",2014,"pcpi",37219
"NM",2015,"pcpi",38103
"NM",2016,"pcpi",38775
"NM",2017,"pcpi",39437
"NM",2018,"pcpi",41145
"NM",2019,"pcpi",42907
"NM",2020,"pcpi",46092
"NM",2021,"pcpi",49320
"NY",2005,"pcpi",40884
"NY",2006,"pcpi",44128
"NY",2007,"pcpi",47428
"NY",2008,"pcpi",48184
"NY",2009,"pcpi",47027
"NY",2010,"pcpi",48768
"NY",2011,"pcpi",50904
"NY",2012,"pcpi",53102
"NY",2013,"pcpi",53395
"NY",2014,"pcpi",55290
"NY",2015,"pcpi",57481
"NY",2016,"pcpi",59280
"NY",2017,"pcpi",63045
"NY",2018,"pcpi",65097
"NY",2019,"pcpi",67325
"NY",2020,"pcpi",71449
"NY",2021,"pcpi",76415
"NC",2005,"pcpi",32345
"NC",2006,"pcpi",34385
"NC",2007,"pcpi",36211
"NC",2008,"pcpi",37835
"NC",2009,"pcpi",35933
"NC",2010,"pcpi",35872
"NC",2011,"pcpi",36902
"NC",2012,"pcpi",39103
"NC",2013,"pcpi",38394
"NC",2014,"pcpi",40293
"NC",2015,"pcpi",42076
"NC",2016,"pcpi",42936
"NC",2017,"pcpi",44529
"NC",2018,"pcpi",46272
"NC",2019,"pcpi",48261
"NC",2020,"pcpi",50996
"NC",2021,"pcpi",55043
"ND",2005,"pcpi",31967
"ND",2006,"pcpi",33357
"ND",2007,"pcpi",36709
"ND",2008,"pcpi",41075
"ND",2009,"pcpi",40212
"ND",2010,"pcpi",44264
"ND",2011,"pcpi",49000
"ND",2012,"pcpi",56443
"ND",2013,"pcpi",54900
"ND",2014,"pcpi",57523
"ND",2015,"pcpi",53991
"ND",2016,"pcpi",52005
"ND",2017,"pcpi",52455
"ND",2018,"pcpi",55511
"ND",2019,"pcpi",57205
"ND",2020,"pcpi",60451
"ND",2021,"pcpi",65544
"OH",2005,"pcpi",32607
"OH",2006,"pcpi",34214
"OH",2007,"pcpi",35629
"OH",2008,"pcpi",36827
"OH",2009,"pcpi",35755
"OH",2010,"pcpi",36854
"OH",2011,"pcpi",39245
"OH",2012,"pcpi",40759
"OH",2013,"pcpi",41259
"OH",2014,"pcpi",42829
"OH",2015,"pcpi",44442
"OH",2016,"pcpi",45212
"OH",2017,"pcpi",46711
"OH",2018,"pcpi",48438
"OH",2019,"pcpi",49809
"OH",2020,"pcpi",53198
"OH",2021,"pcpi",56483
"OK",2005,"pcpi",31856
"OK",2006,"pcpi",34854
"OK",2007,"pcpi",35711
"OK",2008,"pcpi",39325
"OK",2009,"pcpi",35917
"OK",2010,"pcpi",37276
"OK",2011,"pcpi",39800
"OK",2012,"pcpi",42232
"OK",2013,"pcpi",44017
"OK",2014,"pcpi",46614
"OK",2015,"pcpi",44894
"OK",2016,"pcpi",42521
"OK",2017,"pcpi",44444
"OK",2018,"pcpi",46474
"OK",2019,"pcpi",48524
"OK",2020,"pcpi",50114
"OK",2021,"pcpi",53156
"OR",2005,"pcpi",32296
"OR",2006,"pcpi",34716
"OR",2007,"pcpi",35879
"OR",2008,"pcpi",36992
"OR",2009,"pcpi",35313
"OR",2010,"pcpi",36036
"OR",2011,"pcpi",37596
"OR",2012,"pcpi",39371
"OR",2013,"pcpi",39788
"OR",2014,"pcpi",42134
"OR",2015,"pcpi",44694
"OR",2016,"pcpi",45999
"OR",2017,"pcpi",47983
"OR",2018,"pcpi",50536
"OR",2019,"pcpi",52464
"OR",2020,"pcpi",56311
"OR",2021,"pcpi",60676
"PA",2005,"pcpi",36410
"PA",2006,"pcpi",38109
"PA",2007,"pcpi",40337
"PA",2008,"pcpi",41728
"PA",2009,"pcpi",40530
"PA",2010,"pcpi",42251
"PA",2011,"pcpi",44211
"PA",2012,"pcpi",45855
"PA",2013,"pcpi",46213
"PA",2014,"pcpi",48063
"PA",2015,"pcpi",49927
"PA",2016,"pcpi",51181
"PA",2017,"pcpi",52499
"PA",2018,"pcpi",55184
"PA",2019,"pcpi",56742
"PA",2020,"pcpi",60720
"PA",2021,"pcpi",64054
"RI",2005,"pcpi",36984
"RI",2006,"pcpi",39028
"RI",2007,"pcpi",40894
"RI",2008,"pcpi",41638
"RI",2009,"pcpi",40610
"RI",2010,"pcpi",42766
"RI",2011,"pcpi",44201
"RI",2012,"pcpi",45601
"RI",2013,"pcpi",45447
"RI",2014,"pcpi",47199
"RI",2015,"pcpi",48682
"RI",2016,"pcpi",49184
"RI",2017,"pcpi",50973
"RI",2018,"pcpi",52550
"RI",2019,"pcpi",54735
"RI",2020,"pcpi",58656
"RI",2021,"pcpi",61942
"SC",2005,"pcpi",29285
"SC",2006,"pcpi",30984
"SC",2007,"pcpi",32402
"SC",2008,"pcpi",33234
"SC",2009,"pcpi",32010
"SC",2010,"pcpi",32852
"SC",2011,"pcpi",34479
"SC",2012,"pcpi",35989
"SC",2013,"pcpi",36204
"SC",2014,"pcpi",38152
"SC",2015,"pcpi",40053
"SC",2016,"pcpi",41178
"SC",2017,"pcpi",42819
"SC",2018,"pcpi",44326
"SC",2019,"pcpi",46173
"SC",2020,"pcpi",48838
"SC",2021,"pcpi",52074
"SD",2005,"pcpi",33788
"SD",2006,"pcpi",35299
"SD",2007,"pcpi",38748
"SD",2008,"pcpi",41168
"SD",2009,"pcpi",39518
"SD",2010,"pcpi",41423
"SD",2011,"pcpi",44758
"SD",2012,"pcpi",45442
"SD",2013,"pcpi",45608
"SD",2014,"pcpi",47488
"SD",2015,"pcpi",49186
"SD",2016,"pcpi",49192
"SD",2017,"pcpi",50350
"SD",2018,"pcpi",52590
"SD",2019,"pcpi",55011
"SD",2020,"pcpi",59656
"SD",2021,"pcpi",64720
"TN",2005,"pcpi",31548
"TN",2006,"pcpi",33065
"TN",2007,"pcpi",34164
"TN",2008,"pcpi",35059
"TN",2009,"pcpi",34446
"TN",2010,"pcpi",35851
"TN",2011,"pcpi",37727
"TN",2012,"pcpi",39373
"TN",2013,"pcpi",39454
"TN",2014,"pcpi",40753
"TN",2015,"pcpi",42535
"TN",2016,"pcpi",43499
"TN",2017,"pcpi",44969
"TN",2018,"pcpi",47006
"TN",2019,"pcpi",48781
"TN",2020,"pcpi",50801
"TN",2021,"pcpi",54873
"TX",2005,"pcpi",33276
"TX",2006,"pcpi",35630
"TX",2007,"pcpi",37085
"TX",2008,"pcpi",39946
"TX",2009,"pcpi",37269
"TX",2010,"pcpi",39034
"TX",2011,"pcpi",42037
"TX",2012,"pcpi",44241
"TX",2013,"pcpi",44816
"TX",2014,"pcpi",47370
"TX",2015,"pcpi",47465
"TX",2016,"pcpi",46586
"TX",2017,"pcpi",49227
"TX",2018,"pcpi",52019
"TX",2019,"pcpi",53505
"TX",2020,"pcpi",55399
"TX",2021,"pcpi",59674
"UT",2005,"pcpi",28927
"UT",2006,"pcpi",31327
"UT",2007,"pcpi",33165
"UT",2008,"pcpi",33941
"UT",2009,"pcpi",31858
"UT",2010,"pcpi",32218
"UT",2011,"pcpi",34190
"UT",2012,"pcpi",36005
"UT",2013,"pcpi",36511
"UT",2014,"pcpi",38168
"UT",2015,"pcpi",40459
"UT",2016,"pcpi",41750
"UT",2017,"pcpi",43400
"UT",2018,"pcpi",46002
"UT",2019,"pcpi",48670
"UT",2020,"pcpi",51698
"UT",2021,"pcpi",55392
"VT",2005,"pcpi",34878
"VT",2006,"pcpi",37008
"VT",2007,"pcpi",38944
"VT",2008,"pcpi",41022
"VT",2009,"pcpi",40479
"VT",2010,"pcpi",41733
"VT",2011,"pcpi",43982
"VT",2012,"pcpi",45277
"VT",2013,"pcpi",45770
"VT",2014,"pcpi",47641
"VT",2015,"pcpi",48876
"VT",2016,"pcpi",49621
"VT",2017,"pcpi",50709
"VT",2018,"pcpi",52191
"VT",2019,"pcpi",53860
"VT",2020,"pcpi",57423
"VT",2021,"pcpi",59704
"VA",2005,"pcpi",40167
"VA",2006,"pcpi",42385
"VA",2007,"pcpi",44248
"VA",2008,"pcpi",45514
"VA",2009,"pcpi",44087
"VA",2010,"pcpi",45513
"VA",2011,"pcpi",47608
"VA",2012,"pcpi",49309
"VA",2013,"pcpi",48573
"VA",2014,"pcpi",50318
"VA",2015,"pcpi",52238
"VA",2016,"pcpi",53268
"VA",2017,"pcpi",54976
"VA",2018,"pcpi",56738
"VA",2019,"pcpi",58460
"VA",2020,"pcpi",61661
"VA",2021,"pcpi",65408
"WA",2005,"pcpi",37384
"WA",2006,"pcpi",40027
"WA",2007,"pcpi",42819
"WA",2008,"pcpi",44241
"WA",2009,"pcpi",41591
"WA",2010,"pcpi",42348
"WA",2011,"pcpi",44225
"WA",2012,"pcpi",47320
"WA",2013,"pcpi",47857
"WA",2014,"pcpi",50890
"WA",2015,"pcpi",53083
"WA",2016,"pcpi",54918
"WA",2017,"pcpi",57244
"WA",2018,"pcpi",60178
"WA",2019,"pcpi",62817
"WA",2020,"pcpi",66907
"WA",2021,"pcpi",71889
"WV",2005,"pcpi",26981
"WV",2006,"pcpi",28704
"WV",2007,"pcpi",29711
"WV",2008,"pcpi",31607
"WV",2009,"pcpi",31718
"WV",2010,"pcpi",32762
"WV",2011,"pcpi",34581
"WV",2012,"pcpi",35453
"WV",2013,"pcpi",35318
"WV",2014,"pcpi",36570
"WV",2015,"pcpi",37468
"WV",2016,"pcpi",37380
"WV",2017,"pcpi",39169
"WV",2018,"pcpi",41300
"WV",2019,"pcpi",42378
"WV",2020,"pcpi",44868
"WV",2021,"pcpi",47817
"WI",2005,"pcpi",34447
"WI",2006,"pcpi",36338
"WI",2007,"pcpi",37816
"WI",2008,"pcpi",39055
"WI",2009,"pcpi",38182
"WI",2010,"pcpi",39175
"WI",2011,"pcpi",41209
"WI",2012,"pcpi",42944
"WI",2013,"pcpi",43050
"WI",2014,"pcpi",44709
"WI",2015,"pcpi",46548
"WI",2016,"pcpi",47205
"WI",2017,"pcpi",48741
"WI",2018,"pcpi",50818
"WI",2019,"pcpi",52417
"WI",2020,"pcpi",55030
"WI",2021,"pcpi",58564
"WY",2005,"pcpi",39385
"WY",2006,"pcpi",44492
"WY",2007,"pcpi",46278
"WY",2008,"pcpi",49746
"WY",2009,"pcpi",44564
"WY",2010,"pcpi",46649
"WY",2011,"pcpi",50783
"WY",2012,"pcpi",54213
"WY",2013,"pcpi",53776
"WY",2014,"pcpi",57749
"WY",2015,"pcpi",57846
"WY",2016,"pcpi",54827
"WY",2017,"pcpi",57126
"WY",2018,"pcpi",60353
"WY",2019,"pcpi",61571
"WY",2020,"pcpi",62397
"WY",2021,"pcpi",65627
"AL",2005,"hown",76.6
"AL",2006,"hown",74.2
"AL",2007,"hown",73.3
"AL",2008,"hown",73
"AL",2009,"hown",74.1
"AL",2010,"hown",73.2
"AL",2011,"hown",72.9
"AL",2012,"hown",71.9
"AL",2013,"hown",72.7
"AL",2014,"hown",72.1
"AL",2015,"hown",70
"AL",2016,"hown",69.7
"AL",2017,"hown",70
"AL",2018,"hown",70.3
"AL",2019,"hown",70.7
"AL",2020,"hown",74.8
"AL",2021,"hown",73.4
"AK",2005,"hown",66
"AK",2006,"hown",67.2
"AK",2007,"hown",66.6
"AK",2008,"hown",66.4
"AK",2009,"hown",66.8
"AK",2010,"hown",65.7
"AK",2011,"hown",64.4
"AK",2012,"hown",63.7
"AK",2013,"hown",64.6
"AK",2014,"hown",64.9
"AK",2015,"hown",62.3
"AK",2016,"hown",65.2
"AK",2017,"hown",65.5
"AK",2018,"hown",63.7
"AK",2019,"hown",62.6
"AK",2020,"hown",64.1
"AK",2021,"hown",64
"AZ",2005,"hown",71.1
"AZ",2006,"hown",71.6
"AZ",2007,"hown",70.4
"AZ",2008,"hown",69.1
"AZ",2009,"hown",68.9
"AZ",2010,"hown",66.6
"AZ",2011,"hown",66
"AZ",2012,"hown",65.3
"AZ",2013,"hown",65.1
"AZ",2014,"hown",63.5
"AZ",2015,"hown",61.7
"AZ",2016,"hown",61.9
"AZ",2017,"hown",64.4
"AZ",2018,"hown",65.7
"AZ",2019,"hown",65.8
"AZ",2020,"hown",68.7
"AZ",2021,"hown",65.2
"AR",2005,"hown",69.2
"AR",2006,"hown",70.8
"AR",2007,"hown",69.5
"AR",2008,"hown",68.9
"AR",2009,"hown",68.5
"AR",2010,"hown",67.9
"AR",2011,"hown",67.6
"AR",2012,"hown",66
"AR",2013,"hown",65.4
"AR",2014,"hown",65.4
"AR",2015,"hown",67.1
"AR",2016,"hown",67.6
"AR",2017,"hown",65
"AR",2018,"hown",64.7
"AR",2019,"hown",65.3
"AR",2020,"hown",68.8
"AR",2021,"hown",66.1
"CA",2005,"hown",59.7
"CA",2006,"hown",60.2
"CA",2007,"hown",58.3
"CA",2008,"hown",57.5
"CA",2009,"hown",57
"CA",2010,"hown",56.1
"CA",2011,"hown",55.3
"CA",2012,"hown",54.5
"CA",2013,"hown",54.3
"CA",2014,"hown",54.2
"CA",2015,"hown",54.3
"CA",2016,"hown",53.8
"CA",2017,"hown",54.4
"CA",2018,"hown",55.1
"CA",2019,"hown",54.8
"CA",2020,"hown",55.9
"CA",2021,"hown",54.2
"CO",2005,"hown",71
"CO",2006,"hown",70.1
"CO",2007,"hown",70.2
"CO",2008,"hown",69
"CO",2009,"hown",68.4
"CO",2010,"hown",68.5
"CO",2011,"hown",65.9
"CO",2012,"hown",65.3
"CO",2013,"hown",64.4
"CO",2014,"hown",65
"CO",2015,"hown",63.6
"CO",2016,"hown",62.4
"CO",2017,"hown",63.7
"CO",2018,"hown",64.4
"CO",2019,"hown",64.7
"CO",2020,"hown",64.9
"CO",2021,"hown",65.9
"CT",2005,"hown",70.5
"CT",2006,"hown",71.1
"CT",2007,"hown",70.3
"CT",2008,"hown",70.7
"CT",2009,"hown",70.5
"CT",2010,"hown",70.8
"CT",2011,"hown",70.6
"CT",2012,"hown",68.8
"CT",2013,"hown",68.5
"CT",2014,"hown",67.4
"CT",2015,"hown",66.5
"CT",2016,"hown",64.2
"CT",2017,"hown",66.1
"CT",2018,"hown",65.3
"CT",2019,"hown",64.3
"CT",2020,"hown",66.9
"CT",2021,"hown",66.1
"DE",2005,"hown",75.8
"DE",2006,"hown",76.8
"DE",2007,"hown",76.8
"DE",2008,"hown",76.2
"DE",2009,"hown",76.5
"DE",2010,"hown",74.7
"DE",2011,"hown",74.2
"DE",2012,"hown",73.4
"DE",2013,"hown",74.1
"DE",2014,"hown",74.3
"DE",2015,"hown",73.3
"DE",2016,"hown",73
"DE",2017,"hown",70
"DE",2018,"hown",70.8
"DE",2019,"hown",73.1
"DE",2020,"hown",77.9
"DE",2021,"hown",73.5
"FL",2005,"hown",72.4
"FL",2006,"hown",72.4
"FL",2007,"hown",71.8
"FL",2008,"hown",71.1
"FL",2009,"hown",70.9
"FL",2010,"hown",69.3
"FL",2011,"hown",69
"FL",2012,"hown",67
"FL",2013,"hown",66.1
"FL",2014,"hown",64.9
"FL",2015,"hown",64.8
"FL",2016,"hown",64.3
"FL",2017,"hown",64.1
"FL",2018,"hown",65.5
"FL",2019,"hown",66
"FL",2020,"hown",68.7
"FL",2021,"hown",67.2
"GA",2005,"hown",67.9
"GA",2006,"hown",68.5
"GA",2007,"hown",67.6
"GA",2008,"hown",68.2
"GA",2009,"hown",67.4
"GA",2010,"hown",67.1
"GA",2011,"hown",66.2
"GA",2012,"hown",64.3
"GA",2013,"hown",64.2
"GA",2014,"hown",62.9
"GA",2015,"hown",62.9
"GA",2016,"hown",62.3
"GA",2017,"hown",62.8
"GA",2018,"hown",63.8
"GA",2019,"hown",64.4
"GA",2020,"hown",67.3
"GA",2021,"hown",64
"HI",2005,"hown",59.8
"HI",2006,"hown",59.9
"HI",2007,"hown",60.1
"HI",2008,"hown",59.1
"HI",2009,"hown",59.5
"HI",2010,"hown",56.1
"HI",2011,"hown",55.4
"HI",2012,"hown",57.2
"HI",2013,"hown",57.3
"HI",2014,"hown",58.4
"HI",2015,"hown",59.3
"HI",2016,"hown",57.7
"HI",2017,"hown",55.9
"HI",2018,"hown",59.5
"HI",2019,"hown",60
"HI",2020,"hown",58.8
"HI",2021,"hown",58.1
"ID",2005,"hown",74.2
"ID",2006,"hown",75.1
"ID",2007,"hown",74.5
"ID",2008,"hown",75
"ID",2009,"hown",75.5
"ID",2010,"hown",72.4
"ID",2011,"hown",72.4
"ID",2012,"hown",73
"ID",2013,"hown",71.5
"ID",2014,"hown",69.6
"ID",2015,"hown",70
"ID",2016,"hown",70.5
"ID",2017,"hown",69.9
"ID",2018,"hown",69.2
"ID",2019,"hown",70.6
"ID",2020,"hown",71.5
"ID",2021,"hown",71
"IL",2005,"hown",70.9
"IL",2006,"hown",70.4
"IL",2007,"hown",69.4
"IL",2008,"hown",68.9
"IL",2009,"hown",69.1
"IL",2010,"hown",68.8
"IL",2011,"hown",68.4
"IL",2012,"hown",66.8
"IL",2013,"hown",67.2
"IL",2014,"hown",66.4
"IL",2015,"hown",65.4
"IL",2016,"hown",65.3
"IL",2017,"hown",65.4
"IL",2018,"hown",66
"IL",2019,"hown",65.1
"IL",2020,"hown",67.3
"IL",2021,"hown",68.3
"IN",2005,"hown",75
"IN",2006,"hown",74.2
"IN",2007,"hown",73.8
"IN",2008,"hown",74.4
"IN",2009,"hown",72
"IN",2010,"hown",71.2
"IN",2011,"hown",72.1
"IN",2012,"hown",72.1
"IN",2013,"hown",71.7
"IN",2014,"hown",70.1
"IN",2015,"hown",69.4
"IN",2016,"hown",70.9
"IN",2017,"hown",70
"IN",2018,"hown",69.8
"IN",2019,"hown",69.5
"IN",2020,"hown",72.7
"IN",2021,"hown",73
"IA",2005,"hown",73.9
"IA",2006,"hown",74
"IA",2007,"hown",73.7
"IA",2008,"hown",74
"IA",2009,"hown",72.4
"IA",2010,"hown",71.1
"IA",2011,"hown",71.2
"IA",2012,"hown",70.2
"IA",2013,"hown",69.8
"IA",2014,"hown",69.4
"IA",2015,"hown",68.8
"IA",2016,"hown",70
"IA",2017,"hown",70
"IA",2018,"hown",68.9
"IA",2019,"hown",69.5
"IA",2020,"hown",72.1
"IA",2021,"hown",72.1
"KS",2005,"hown",69.5
"KS",2006,"hown",70
"KS",2007,"hown",69.4
"KS",2008,"hown",68.8
"KS",2009,"hown",67.4
"KS",2010,"hown",67.4
"KS",2011,"hown",65.4
"KS",2012,"hown",63.2
"KS",2013,"hown",63.5
"KS",2014,"hown",64.7
"KS",2015,"hown",64.9
"KS",2016,"hown",67.1
"KS",2017,"hown",66
"KS",2018,"hown",67.3
"KS",2019,"hown",69.2
"KS",2020,"hown",69.5
"KS",2021,"hown",69.3
"KY",2005,"hown",71.6
"KY",2006,"hown",71.7
"KY",2007,"hown",72.9
"KY",2008,"hown",72.8
"KY",2009,"hown",71.2
"KY",2010,"hown",70.3
"KY",2011,"hown",69.1
"KY",2012,"hown",68.7
"KY",2013,"hown",67.5
"KY",2014,"hown",67.6
"KY",2015,"hown",67.9
"KY",2016,"hown",67.9
"KY",2017,"hown",70.1
"KY",2018,"hown",69.8
"KY",2019,"hown",69.5
"KY",2020,"hown",72.5
"KY",2021,"hown",72.1
"LA",2005,"hown",72.5
"LA",2006,"hown",71.3
"LA",2007,"hown",71.5
"LA",2008,"hown",73.5
"LA",2009,"hown",71.9
"LA",2010,"hown",70.4
"LA",2011,"hown",70.1
"LA",2012,"hown",68.7
"LA",2013,"hown",67.8
"LA",2014,"hown",65.3
"LA",2015,"hown",63.3
"LA",2016,"hown",64.2
"LA",2017,"hown",66.1
"LA",2018,"hown",65.7
"LA",2019,"hown",65.6
"LA",2020,"hown",69.1
"LA",2021,"hown",68.9
"ME",2005,"hown",73.9
"ME",2006,"hown",75.3
"ME",2007,"hown",74.3
"ME",2008,"hown",73.9
"ME",2009,"hown",74
"ME",2010,"hown",73.8
"ME",2011,"hown",73.9
"ME",2012,"hown",74.1
"ME",2013,"hown",73.5
"ME",2014,"hown",71
"ME",2015,"hown",69.9
"ME",2016,"hown",72.6
"ME",2017,"hown",71
"ME",2018,"hown",71.2
"ME",2019,"hown",73.8
"ME",2020,"hown",77.1
"ME",2021,"hown",75.9
"MD",2005,"hown",71.2
"MD",2006,"hown",72.6
"MD",2007,"hown",71.7
"MD",2008,"hown",70.6
"MD",2009,"hown",69.6
"MD",2010,"hown",68.9
"MD",2011,"hown",69.7
"MD",2012,"hown",68.5
"MD",2013,"hown",66.9
"MD",2014,"hown",66.2
"MD",2015,"hown",67.1
"MD",2016,"hown",66.5
"MD",2017,"hown",66.9
"MD",2018,"hown",66.6
"MD",2019,"hown",68.8
"MD",2020,"hown",72
"MD",2021,"hown",69.7
"MA",2005,"hown",63.4
"MA",2006,"hown",65.2
"MA",2007,"hown",64.3
"MA",2008,"hown",65.7
"MA",2009,"hown",65.1
"MA",2010,"hown",65.3
"MA",2011,"hown",65.3
"MA",2012,"hown",65.8
"MA",2013,"hown",65.3
"MA",2014,"hown",63
"MA",2015,"hown",60.5
"MA",2016,"hown",59.7
"MA",2017,"hown",60
"MA",2018,"hown",61.5
"MA",2019,"hown",61.3
"MA",2020,"hown",62.7
"MA",2021,"hown",62
"MI",2005,"hown",76.4
"MI",2006,"hown",77.4
"MI",2007,"hown",76.4
"MI",2008,"hown",75.9
"MI",2009,"hown",74.5
"MI",2010,"hown",74.5
"MI",2011,"hown",74.1
"MI",2012,"hown",74.8
"MI",2013,"hown",73.9
"MI",2014,"hown",73.8
"MI",2015,"hown",74.6
"MI",2016,"hown",72.8
"MI",2017,"hown",72.9
"MI",2018,"hown",73
"MI",2019,"hown",73
"MI",2020,"hown",74.3
"MI",2021,"hown",73
"MN",2005,"hown",76.5
"MN",2006,"hown",75.6
"MN",2007,"hown",73.5
"MN",2008,"hown",73.1
"MN",2009,"hown",72.9
"MN",2010,"hown",72.6
"MN",2011,"hown",71.3
"MN",2012,"hown",72
"MN",2013,"hown",73.4
"MN",2014,"hown",71.4
"MN",2015,"hown",70.1
"MN",2016,"hown",72.4
"MN",2017,"hown",72.7
"MN",2018,"hown",69.8
"MN",2019,"hown",71.4
"MN",2020,"hown",74.5
"MN",2021,"hown",75.6
"MS",2005,"hown",78.8
"MS",2006,"hown",76.2
"MS",2007,"hown",74
"MS",2008,"hown",75.4
"MS",2009,"hown",75.5
"MS",2010,"hown",74.8
"MS",2011,"hown",74.8
"MS",2012,"hown",74.2
"MS",2013,"hown",74.2
"MS",2014,"hown",73.2
"MS",2015,"hown",70.7
"MS",2016,"hown",69.7
"MS",2017,"hown",71
"MS",2018,"hown",72.5
"MS",2019,"hown",72.7
"MS",2020,"hown",74.2
"MS",2021,"hown",71.3
"MO",2005,"hown",72.3
"MO",2006,"hown",71.9
"MO",2007,"hown",70.4
"MO",2008,"hown",71.4
"MO",2009,"hown",72
"MO",2010,"hown",71.2
"MO",2011,"hown",71.1
"MO",2012,"hown",70.8
"MO",2013,"hown",71.3
"MO",2014,"hown",70.5
"MO",2015,"hown",68.5
"MO",2016,"hown",66.7
"MO",2017,"hown",67.6
"MO",2018,"hown",69.7
"MO",2019,"hown",69.1
"MO",2020,"hown",71.1
"MO",2021,"hown",72.8
"MT",2005,"hown",70.4
"MT",2006,"hown",69.5
"MT",2007,"hown",67.3
"MT",2008,"hown",70.3
"MT",2009,"hown",70.7
"MT",2010,"hown",68.1
"MT",2011,"hown",68.4
"MT",2012,"hown",67.8
"MT",2013,"hown",67.4
"MT",2014,"hown",66.9
"MT",2015,"hown",66.4
"MT",2016,"hown",67.1
"MT",2017,"hown",67.6
"MT",2018,"hown",67.4
"MT",2019,"hown",68.7
"MT",2020,"hown",68.4
"MT",2021,"hown",68.1
"NE",2005,"hown",70.2
"NE",2006,"hown",67.6
"NE",2007,"hown",68.2
"NE",2008,"hown",69.6
"NE",2009,"hown",70.2
"NE",2010,"hown",70.4
"NE",2011,"hown",68.9
"NE",2012,"hown",69.3
"NE",2013,"hown",68.2
"NE",2014,"hown",66.7
"NE",2015,"hown",68.1
"NE",2016,"hown",68
"NE",2017,"hown",66.1
"NE",2018,"hown",66.4
"NE",2019,"hown",68.2
"NE",2020,"hown",69.8
"NE",2021,"hown",68.4
"NV",2005,"hown",63.4
"NV",2006,"hown",65.7
"NV",2007,"hown",63.3
"NV",2008,"hown",63.6
"NV",2009,"hown",62.4
"NV",2010,"hown",59.7
"NV",2011,"hown",56.2
"NV",2012,"hown",55.7
"NV",2013,"hown",56
"NV",2014,"hown",56
"NV",2015,"hown",54.8
"NV",2016,"hown",54.5
"NV",2017,"hown",55
"NV",2018,"hown",57.8
"NV",2019,"hown",58.2
"NV",2020,"hown",61.2
"NV",2021,"hown",60.5
"NH",2005,"hown",74
"NH",2006,"hown",74.2
"NH",2007,"hown",73.8
"NH",2008,"hown",75
"NH",2009,"hown",76
"NH",2010,"hown",74.9
"NH",2011,"hown",74.1
"NH",2012,"hown",74.8
"NH",2013,"hown",74.1
"NH",2014,"hown",72.2
"NH",2015,"hown",71.6
"NH",2016,"hown",71.8
"NH",2017,"hown",71.6
"NH",2018,"hown",73.4
"NH",2019,"hown",75
"NH",2020,"hown",74.5
"NH",2021,"hown",74
"NJ",2005,"hown",70.1
"NJ",2006,"hown",69
"NJ",2007,"hown",68.3
"NJ",2008,"hown",67.3
"NJ",2009,"hown",65.9
"NJ",2010,"hown",66.5
"NJ",2011,"hown",66.4
"NJ",2012,"hown",66.6
"NJ",2013,"hown",64.9
"NJ",2014,"hown",65.2
"NJ",2015,"hown",64
"NJ",2016,"hown",62.2
"NJ",2017,"hown",64.1
"NJ",2018,"hown",65
"NJ",2019,"hown",65
"NJ",2020,"hown",64.3
"NJ",2021,"hown",62.7
"NM",2005,"hown",71.4
"NM",2006,"hown",72
"NM",2007,"hown",71.5
"NM",2008,"hown",70.4
"NM",2009,"hown",69.1
"NM",2010,"hown",68.6
"NM",2011,"hown",69.1
"NM",2012,"hown",66.8
"NM",2013,"hown",67.3
"NM",2014,"hown",66.3
"NM",2015,"hown",66.5
"NM",2016,"hown",67.4
"NM",2017,"hown",66.6
"NM",2018,"hown",68
"NM",2019,"hown",67.4
"NM",2020,"hown",70.3
"NM",2021,"hown",69
"NY",2005,"hown",55.9
"NY",2006,"hown",55.7
"NY",2007,"hown",55.9
"NY",2008,"hown",55
"NY",2009,"hown",54.4
"NY",2010,"hown",54.5
"NY",2011,"hown",53.6
"NY",2012,"hown",53.6
"NY",2013,"hown",53
"NY",2014,"hown",52.9
"NY",2015,"hown",51.5
